Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Puntuacion(exceptional),Puntuacion(recommended),Puntuacion(meh),Puntuacion(skip)
PS2,2006,Action,0.11,0.03,0.15,0.34,0.63,4.4,59.52,29.37,7.14,3.97
PSP,2009,Role-Playing,0.18,0.06,0.34,0.05,0.63,4.53,61.87,30.94,6.47,0.72
PSP,2007,Action,0.25,0.24,0.0,0.14,0.63,3.57,9.52,52.38,30.95,7.14
DS,2007,Action,0.42,0.02,0.0,0.04,0.48,3.57,9.52,52.38,30.95,7.14
Wii,2007,Action,0.39,0.02,0.0,0.03,0.45,3.57,9.52,52.38,30.95,7.14
PS2,2007,Action,0.34,0.01,0.0,0.06,0.41,3.57,9.52,52.38,30.95,7.14
X360,2007,Action,0.27,0.02,0.0,0.02,0.32,3.57,9.52,52.38,30.95,7.14
XB,2005,Sports,0.4,0.2,0.0,0.03,0.62,4.13,31.31,54.55,12.12,2.02
GC,2005,Sports,0.33,0.08,0.0,0.01,0.42,4.13,31.31,54.55,12.12,2.02
X360,2005,Sports,0.28,0.01,0.0,0.03,0.32,4.13,31.31,54.55,12.12,2.02
PS3,2010,Misc,0.07,0.41,0.0,0.13,0.62,3.6,10.0,60.0,20.0,10.0
PS3,2014,Sports,0.15,0.36,0.01,0.09,0.61,0.0,20.0,20.0,40.0,20.0
X360,2014,Sports,0.15,0.25,0.0,0.03,0.42,0.0,20.0,20.0,40.0,20.0
Wii,2009,Shooter,0.42,0.05,0.0,0.14,0.61,4.42,69.49,16.95,6.78,6.78
PSP,2009,Platform,0.18,0.27,0.0,0.15,0.61,3.0,10.0,30.0,35.0,25.0
PS2,2009,Platform,0.22,0.17,0.0,0.06,0.46,3.0,10.0,30.0,35.0,25.0
PS3,2010,Shooter,0.21,0.21,0.11,0.08,0.61,4.02,33.33,45.56,16.11,5.0
X360,2010,Shooter,0.19,0.16,0.03,0.04,0.42,4.02,33.33,45.56,16.11,5.0
PSV,2013,Adventure,0.14,0.34,0.0,0.14,0.61,4.13,30.13,55.77,12.82,1.28
PS3,2011,Shooter,0.09,0.06,0.42,0.03,0.6,3.0,6.06,36.36,33.33,24.24
XOne,2014,Sports,0.3,0.23,0.02,0.05,0.6,3.4,10.0,46.67,30.0,13.33
PS3,2013,Action,0.12,0.1,0.34,0.05,0.6,3.42,12.5,50.0,20.83,16.67
X360,2013,Action,0.09,0.05,0.0,0.01,0.15,3.42,12.5,50.0,20.83,16.67
PS,1995,Role-Playing,0.21,0.14,0.21,0.04,0.6,4.11,30.56,55.56,11.11,2.78
X360,2010,Fighting,0.31,0.23,0.0,0.06,0.6,2.9,20.0,10.0,40.0,30.0
DS,2007,Action,0.28,0.25,0.0,0.06,0.6,2.0,13.312765957446809,7.69,38.46,53.85
PS2,2007,Action,0.13,0.0,0.0,0.39,0.52,2.0,25.080000000000002,7.69,38.46,53.85
X360,2007,Action,0.3,0.12,0.0,0.04,0.46,2.0,17.425405405405407,7.69,38.46,53.85
PS3,2007,Action,0.14,0.1,0.0,0.05,0.28,2.0,19.683666666666667,7.69,38.46,53.85
Wii,2009,Role-Playing,0.32,0.12,0.11,0.04,0.6,4.35,60.87,30.43,17.424,8.7
PS4,2014,Action,0.13,0.38,0.0,0.09,0.6,3.4,8.6,53.95,21.86,15.58
PS3,2014,Action,0.12,0.27,0.0,0.07,0.46,3.4,8.6,53.95,21.86,15.58
X360,2014,Action,0.2,0.21,0.0,0.04,0.45,3.4,8.6,53.95,21.86,15.58
XOne,2014,Action,0.13,0.12,0.0,0.02,0.27,3.4,8.6,53.95,21.86,15.58
3DS,2014,Action,0.1,0.12,0.0,0.02,0.24,3.4,8.6,53.95,21.86,15.58
WiiU,2014,Action,0.09,0.11,0.0,0.02,0.22,3.4,8.6,53.95,21.86,15.58
PSV,2014,Action,0.02,0.09,0.0,0.03,0.15,3.4,8.6,53.95,21.86,15.58
PC,2014,Action,0.0,0.05,0.0,0.0,0.05,3.4,8.6,53.95,21.86,15.58
PS4,2016,Sports,0.17,0.34,0.0,0.09,0.6,3.23,9.46,31.08,45.95,13.51
XOne,2016,Sports,0.12,0.12,0.0,0.02,0.26,3.23,9.46,31.08,45.95,13.51
PS3,2016,Sports,0.05,0.07,0.0,0.02,0.14,3.23,9.46,31.08,45.95,13.51
X360,2016,Sports,0.05,0.04,0.0,0.01,0.11,3.23,9.46,31.08,45.95,13.51
PS4,2014,Sports,0.31,0.19,0.0,0.1,0.6,3.47,14.71,47.06,23.53,14.71
X360,2014,Sports,0.35,0.05,0.0,0.05,0.45,3.47,14.71,47.06,23.53,14.71
XOne,2014,Sports,0.31,0.06,0.0,0.04,0.41,3.47,14.71,47.06,23.53,14.71
PS3,2014,Sports,0.21,0.09,0.0,0.06,0.36,3.47,14.71,47.06,23.53,14.71
PS3,2012,Action,0.0,0.0,0.59,0.0,0.59,4.32,51.35,37.84,6.31,4.5
PS3,2010,Shooter,0.17,0.27,0.05,0.1,0.59,3.23,8.67,42.92,29.6,18.82
X360,2010,Shooter,0.2,0.22,0.01,0.05,0.49,3.23,8.67,42.92,29.6,18.82
PC,2010,Shooter,0.0,0.06,0.0,0.01,0.07,3.23,8.67,42.92,29.6,18.82
GBA,2003,Simulation,0.34,0.13,0.11,0.01,0.59,4.46,62.5,29.17,4.17,4.17
X360,2008,Action,0.18,0.34,0.0,0.07,0.58,2.76,2.63,26.32,43.42,27.63
PS3,2008,Action,0.19,0.22,0.0,0.09,0.5,2.76,2.63,26.32,43.42,27.63
PC,2008,Action,0.0,0.01,0.0,0.0,0.02,2.76,2.63,26.32,43.42,27.63
Wii,2008,Action,0.15,0.37,0.0,0.07,0.58,3.36,27.27,18.18,36.36,18.18
PS3,2008,Action,0.08,0.36,0.0,0.12,0.57,3.36,27.27,18.18,36.36,18.18
X360,2008,Action,0.09,0.4,0.0,0.07,0.56,3.36,27.27,18.18,36.36,18.18
DS,2008,Action,0.11,0.02,0.0,0.01,0.13,3.36,27.27,18.18,36.36,18.18
PS2,2004,Role-Playing,0.49,0.02,0.0,0.08,0.58,3.55,15.79,50.0,21.05,13.16
GC,2004,Role-Playing,0.22,0.06,0.0,0.01,0.29,3.55,15.79,50.0,21.05,13.16
GBA,2004,Role-Playing,0.16,0.06,0.0,0.0,0.22,3.55,15.79,50.0,21.05,13.16
X360,2012,Racing,0.2,0.33,0.0,0.05,0.58,3.91,20.84,58.31,16.36,4.49
WiiU,2012,Racing,0.19,0.26,0.02,0.04,0.51,3.91,20.84,58.31,16.36,4.49
PS3,2012,Racing,0.08,0.3,0.01,0.09,0.49,3.91,20.84,58.31,16.36,4.49
PSV,2012,Racing,0.09,0.2,0.0,0.09,0.38,3.91,20.84,58.31,16.36,4.49
3DS,2012,Racing,0.12,0.14,0.0,0.02,0.29,3.91,20.84,58.31,16.36,4.49
PS3,2011,Adventure,0.22,0.24,0.04,0.08,0.58,4.0,25.63,55.73,15.34,3.3
X360,2011,Adventure,0.27,0.14,0.04,0.04,0.5,4.0,25.63,55.73,15.34,3.3
PC,2011,Adventure,0.0,0.1,0.0,0.02,0.12,4.0,25.63,55.73,15.34,3.3
3DS,2013,Role-Playing,0.28,0.0,0.27,0.03,0.58,4.37,49.21,41.27,7.94,1.59
PS,2000,Role-Playing,0.23,0.16,0.16,0.04,0.58,3.78,22.22,44.44,27.78,5.56
PS,2000,Action,0.32,0.22,0.0,0.04,0.58,4.39,47.22,44.44,8.33,10.429166666666665
PS,1999,Role-Playing,0.32,0.22,0.0,0.04,0.58,4.34,52.24,38.81,4.48,4.48
PS,1994,Simulation,0.24,0.16,0.13,0.04,0.57,4.21,40.74,46.91,8.64,3.7
SAT,1994,Simulation,0.0,0.0,0.08,0.0,0.08,4.21,40.74,46.91,8.64,3.7
PS2,2005,Role-Playing,0.0,0.0,0.57,0.0,0.57,4.05,33.33,47.62,14.29,4.76
X360,2013,Shooter,0.38,0.14,0.0,0.05,0.57,2.21,1.9,14.22,35.55,48.34
PS3,2013,Shooter,0.19,0.1,0.0,0.06,0.35,2.21,1.9,14.22,35.55,48.34
PC,2013,Shooter,0.14,0.04,0.0,0.02,0.21,2.21,1.9,14.22,35.55,48.34
Wii,2009,Misc,0.2,0.3,0.0,0.07,0.57,3.2,21.161923076923074,46.67,40.0,13.33
X360,2009,Misc,0.12,0.21,0.0,0.04,0.37,3.2,22.27607142857143,46.67,40.0,13.33
PS3,2009,Misc,0.12,0.11,0.0,0.05,0.28,3.2,23.501199999999997,46.67,40.0,13.33
PS2,2009,Misc,0.09,0.01,0.0,0.17,0.27,3.2,26.883999999999997,46.67,40.0,13.33
PS2,2003,Shooter,0.28,0.22,0.0,0.07,0.57,3.91,22.33,59.71,11.17,6.8
XB,2003,Shooter,0.16,0.08,0.0,0.01,0.25,3.91,22.33,59.71,11.17,6.8
GC,2003,Shooter,0.07,0.02,0.0,0.0,0.09,3.91,22.33,59.71,11.17,6.8
PS3,2009,Role-Playing,0.36,0.11,0.03,0.07,0.57,3.53,19.44,47.22,16.67,16.67
PS3,2015,Role-Playing,0.05,0.07,0.42,0.02,0.56,3.53,14.22,44.0,32.0,9.78
PS4,2015,Role-Playing,0.17,0.15,0.02,0.06,0.4,3.53,14.22,44.0,32.0,9.78
PS2,2007,Role-Playing,0.23,0.18,0.09,0.06,0.56,4.45,45.45,54.55,16.374137931034483,7.6979310344827585
Wii,2008,Platform,0.34,0.17,0.0,0.05,0.56,3.51,18.92,40.54,27.03,13.51
DS,2008,Platform,0.26,0.15,0.0,0.05,0.46,3.51,18.92,40.54,27.03,13.51
PS3,2008,Platform,0.19,0.18,0.0,0.07,0.44,3.51,18.92,40.54,27.03,13.51
PS2,2008,Platform,0.12,0.01,0.0,0.27,0.4,3.51,18.92,40.54,27.03,13.51
X360,2008,Platform,0.16,0.12,0.0,0.03,0.31,3.51,18.92,40.54,27.03,13.51
XB,2005,Shooter,0.39,0.15,0.0,0.02,0.56,3.57,9.26,53.7,29.63,7.41
PS2,2005,Shooter,0.37,0.01,0.0,0.06,0.44,3.57,9.26,53.7,29.63,7.41
PS2,2007,Action,0.27,0.21,0.0,0.07,0.56,3.58,10.17,47.46,37.29,5.08
Wii,2007,Action,0.25,0.23,0.0,0.06,0.53,3.58,10.17,47.46,37.29,5.08
PSP,2007,Action,0.04,0.17,0.0,0.09,0.31,3.58,10.17,47.46,37.29,5.08
PS2,2005,Action,0.27,0.21,0.0,0.07,0.56,3.81,15.62,56.25,25.0,3.12
XB,2005,Action,0.16,0.04,0.0,0.01,0.21,3.81,15.62,56.25,25.0,3.12
GBA,2005,Action,0.12,0.05,0.0,0.0,0.17,3.81,15.62,56.25,25.0,3.12
GC,2005,Action,0.11,0.03,0.0,0.0,0.15,3.81,15.62,56.25,25.0,3.12
PSV,2012,Action,0.21,0.17,0.09,0.08,0.56,3.98,24.01,56.91,15.46,3.62
XOne,2016,Action,0.3,0.2,0.01,0.05,0.56,3.92,25.04,51.86,18.07,5.02
PC,2016,Action,0.0,0.01,0.0,0.0,0.02,3.92,25.04,51.86,18.07,5.02
X360,2007,Action,0.48,0.03,0.0,0.05,0.56,3.2,5.69,39.84,39.02,15.45
Wii,2007,Action,0.3,0.03,0.0,0.03,0.36,3.2,5.69,39.84,39.02,15.45
PSP,2007,Action,0.1,0.0,0.0,0.01,0.11,3.2,5.69,39.84,39.02,15.45
DS,2007,Action,0.03,0.01,0.0,0.0,0.04,3.2,5.69,39.84,39.02,15.45
PSP,2011,Role-Playing,0.13,0.09,0.27,0.06,0.56,3.89,33.33,44.44,11.11,11.11
X360,2008,Shooter,0.34,0.15,0.01,0.05,0.56,3.22,3.95,40.79,42.11,13.16
PC,2008,Shooter,0.0,0.02,0.0,0.0,0.02,3.22,3.95,40.79,42.11,13.16
Wii,2007,Action,0.29,0.17,0.04,0.05,0.55,4.27,48.98,36.73,10.2,4.08
PS3,2011,Action,0.39,0.08,0.02,0.06,0.55,3.96,33.33,45.83,12.5,8.33
PS3,2010,Action,0.24,0.22,0.01,0.09,0.55,4.01,24.07,57.97,15.59,2.37
X360,2010,Action,0.3,0.19,0.0,0.05,0.54,4.01,24.07,57.97,15.59,2.37
PS,1999,Action,0.31,0.21,0.0,0.04,0.55,3.7,8.7,52.17,39.13,10.429166666666665
PS2,2001,Adventure,0.27,0.21,0.0,0.07,0.55,3.28,19.44,27.78,33.33,19.44
GC,2001,Adventure,0.2,0.05,0.0,0.01,0.26,3.28,19.44,27.78,33.33,19.44
GBA,2001,Adventure,0.13,0.05,0.0,0.0,0.18,3.28,19.44,27.78,33.33,19.44
PSV,2011,Sports,0.15,0.11,0.25,0.05,0.55,3.76,28.57,47.62,9.52,14.29
GBA,2002,Platform,0.22,0.08,0.24,0.01,0.55,3.88,15.38,65.38,15.38,3.85
PS,1995,Fighting,0.29,0.2,0.02,0.04,0.55,4.26,35.27,57.68,5.81,1.24
PS2,2005,Racing,0.45,0.02,0.0,0.07,0.55,3.96,19.61,60.78,17.65,1.96
PS3,2013,Platform,0.35,0.12,0.0,0.08,0.54,3.71,15.64,53.55,23.7,7.11
PSV,2013,Platform,0.13,0.06,0.0,0.06,0.25,3.71,15.64,53.55,23.7,7.11
PS3,2012,Shooter,0.19,0.23,0.04,0.08,0.54,4.09,35.56,47.91,11.3,5.24
X360,2012,Shooter,0.21,0.17,0.0,0.04,0.42,4.09,35.56,47.91,11.3,5.24
PC,2012,Shooter,0.11,0.09,0.0,0.02,0.23,4.09,35.56,47.91,11.3,5.24
PS3,2013,Sports,0.28,0.17,0.0,0.09,0.54,3.22,4.44,57.78,15.56,22.22
X360,2013,Sports,0.4,0.09,0.0,0.05,0.54,3.22,4.44,57.78,15.56,22.22
PS3,2013,Racing,0.01,0.42,0.03,0.09,0.54,3.1,8.97,35.9,33.33,21.79
X360,2013,Racing,0.01,0.27,0.0,0.02,0.3,3.1,8.97,35.9,33.33,21.79
PS2,2005,Racing,0.27,0.21,0.0,0.07,0.54,3.88,27.45,45.1,21.57,5.88
PSP,2005,Racing,0.16,0.05,0.0,0.03,0.24,3.88,27.45,45.1,21.57,5.88
GC,2005,Racing,0.12,0.03,0.0,0.0,0.16,3.88,27.45,45.1,21.57,5.88
XB,2005,Racing,0.09,0.03,0.0,0.0,0.13,3.88,27.45,45.1,21.57,5.88
X360,2010,Shooter,0.22,0.23,0.03,0.05,0.54,3.93,27.19,51.96,14.32,6.53
PC,2010,Shooter,0.0,0.19,0.0,0.05,0.24,3.93,27.19,51.96,14.32,6.53
GC,2005,Action,0.29,0.08,0.16,0.01,0.54,4.36,57.81,29.69,7.81,4.69
DS,2007,Adventure,0.26,0.04,0.22,0.03,0.54,4.4,60.0,28.0,8.0,4.0
PS2,2006,Platform,0.45,0.02,0.0,0.07,0.54,3.64,2.78,69.44,22.22,5.56
GC,2006,Platform,0.27,0.07,0.0,0.01,0.35,3.64,2.78,69.44,22.22,5.56
DS,2006,Platform,0.24,0.01,0.0,0.02,0.27,3.64,2.78,69.44,22.22,5.56
GBA,2006,Platform,0.19,0.07,0.0,0.0,0.27,3.64,2.78,69.44,22.22,5.56
XB,2006,Platform,0.07,0.02,0.0,0.0,0.1,3.64,2.78,69.44,22.22,5.56
2600,1982,Platform,0.5,0.03,0.0,0.01,0.54,3.73,6.78,66.1,23.73,3.39
PS2,2003,Fighting,0.26,0.2,0.0,0.07,0.54,3.67,11.11,59.26,22.22,7.41
PS2,2005,Action,0.26,0.2,0.0,0.07,0.54,4.08,25.0,58.33,16.67,9.527232142857143
XB,2005,Action,0.17,0.05,0.0,0.01,0.23,4.08,25.0,58.33,16.67,9.579399999999998
GC,2005,Action,0.11,0.03,0.0,0.0,0.15,4.08,25.0,58.33,16.67,7.477222222222222
PSP,2010,Role-Playing,0.12,0.15,0.18,0.09,0.53,3.53,17.65,52.94,11.76,17.65
PS2,2003,Action,0.26,0.2,0.0,0.07,0.53,3.91,33.33,45.39,10.64,10.64
XB,2003,Action,0.14,0.04,0.0,0.01,0.19,3.91,33.33,45.39,10.64,10.64
PC,2003,Action,0.0,0.01,0.0,0.0,0.01,3.91,33.33,45.39,10.64,10.64
PS3,2013,Role-Playing,0.25,0.07,0.17,0.05,0.53,3.85,20.96,52.69,21.56,4.79
PSV,2013,Role-Playing,0.14,0.05,0.12,0.05,0.35,3.85,20.96,52.69,21.56,4.79
XB,2005,Shooter,0.32,0.19,0.0,0.02,0.53,4.03,19.44,69.44,8.33,2.78
PS2,2001,Action,0.26,0.2,0.0,0.07,0.53,4.09,29.63,54.32,13.58,2.47
PS3,2009,Shooter,0.13,0.28,0.01,0.1,0.53,2.54,4.4,10.99,51.65,32.97
X360,2009,Shooter,0.13,0.18,0.0,0.04,0.35,2.54,4.4,10.99,51.65,32.97
PS2,2005,Racing,0.26,0.2,0.0,0.07,0.53,3.24,4.76,33.33,52.38,9.52
XB,2005,Racing,0.13,0.04,0.0,0.01,0.18,3.24,4.76,33.33,52.38,9.52
PS2,2005,Action,0.44,0.02,0.0,0.07,0.53,4.24,44.83,41.38,10.34,3.45
XB,2005,Action,0.21,0.06,0.0,0.01,0.28,4.24,44.83,41.38,10.34,3.45
X360,2009,Shooter,0.32,0.15,0.0,0.05,0.52,3.84,16.61,59.97,18.83,4.59
PS3,2009,Shooter,0.19,0.2,0.01,0.08,0.47,3.84,16.61,59.97,18.83,4.59
PC,2009,Shooter,0.02,0.05,0.0,0.01,0.07,3.84,16.61,59.97,18.83,4.59
PS,2001,Shooter,0.29,0.2,0.0,0.03,0.52,4.12,20.0,76.0,2.0,2.0
PS2,2002,Action,0.18,0.14,0.16,0.05,0.52,4.44,64.16,25.9,4.82,5.12
Wii,2008,Role-Playing,0.21,0.04,0.24,0.02,0.52,3.67,16.67,41.67,37.5,4.17
PS2,2005,Puzzle,0.26,0.2,0.0,0.07,0.52,4.1,55.17,27.59,3.45,13.79
PS4,2014,Role-Playing,0.18,0.24,0.02,0.08,0.52,2.93,3.66,28.54,46.34,21.46
XOne,2014,Role-Playing,0.1,0.1,0.0,0.02,0.22,2.93,3.66,28.54,46.34,21.46
PC,2014,Role-Playing,0.0,0.03,0.0,0.0,0.03,2.93,3.66,28.54,46.34,21.46
PS2,2006,Action,0.25,0.19,0.02,0.06,0.52,3.9,16.39,67.22,11.2,5.19
PSP,2006,Action,0.09,0.24,0.0,0.12,0.46,3.9,16.39,67.22,11.2,5.19
X360,2006,Action,0.27,0.07,0.01,0.03,0.37,3.9,16.39,67.22,11.2,5.19
XB,2006,Action,0.1,0.03,0.0,0.0,0.13,3.9,16.39,67.22,11.2,5.19
GC,2006,Action,0.06,0.02,0.0,0.0,0.08,3.9,16.39,67.22,11.2,5.19
DS,2006,Action,0.04,0.02,0.0,0.01,0.07,3.9,16.39,67.22,11.2,5.19
PC,2006,Action,0.0,0.01,0.0,0.0,0.02,3.9,16.39,67.22,11.2,5.19
PS2,2003,Shooter,0.25,0.2,0.0,0.07,0.52,4.16,34.38,52.34,10.94,2.34
XB,2003,Shooter,0.17,0.05,0.0,0.01,0.23,4.16,34.38,52.34,10.94,2.34
GC,2003,Shooter,0.1,0.03,0.0,0.0,0.13,4.16,34.38,52.34,10.94,2.34
PSP,2007,Action,0.22,0.15,0.04,0.1,0.52,3.74,11.97,59.83,23.08,5.13
PS2,2005,Action,0.25,0.2,0.0,0.07,0.52,4.03,23.39,59.65,15.2,1.75
XB,2005,Action,0.22,0.06,0.0,0.01,0.29,4.03,23.39,59.65,15.2,1.75
PS,1999,Strategy,0.1,0.07,0.31,0.03,0.52,4.44,64.0,24.0,8.0,4.0
PC,2006,Simulation,0.46,0.05,0.0,0.0,0.52,4.04,24.0,64.0,8.0,4.0
PSP,2010,Role-Playing,0.13,0.07,0.27,0.05,0.51,4.13,53.33,26.67,10.0,10.0
PS2,2000,Role-Playing,0.25,0.2,0.0,0.07,0.51,3.25,12.5,41.67,25.0,20.83
PSV,2013,Role-Playing,0.15,0.08,0.22,0.06,0.51,3.38,8.86,37.97,44.3,8.86
PS3,2011,Role-Playing,0.35,0.11,0.0,0.06,0.51,2.96,3.16,29.75,46.84,20.25
PC,2011,Role-Playing,0.16,0.06,0.0,0.02,0.23,2.96,3.16,29.75,46.84,20.25
PS2,2006,Sports,0.42,0.02,0.0,0.07,0.51,3.16,15.79,26.32,36.84,21.05
X360,2006,Sports,0.25,0.0,0.0,0.02,0.27,3.16,15.79,26.32,36.84,21.05
PSP,2006,Sports,0.13,0.02,0.0,0.02,0.17,3.16,15.79,26.32,36.84,21.05
XB,2006,Sports,0.02,0.01,0.0,0.0,0.03,3.16,15.79,26.32,36.84,21.05
PS2,2007,Sports,0.25,0.19,0.0,0.06,0.51,0.0,19.305277777777775,100.0,24.455405405405408,19.07128205128205
Wii,2007,Sports,0.34,0.0,0.0,0.03,0.37,0.0,18.102962962962962,100.0,24.107499999999998,14.145925925925926
X360,2007,Sports,0.18,0.08,0.0,0.0,0.27,0.0,16.787567567567567,100.0,27.279629629629632,19.442749999999997
PS3,2007,Sports,0.15,0.0,0.0,0.01,0.16,0.0,15.696470588235297,100.0,27.783066666666667,19.377631578947366
PSP,2007,Sports,0.1,0.0,0.0,0.01,0.11,0.0,17.017407407407408,100.0,23.500714285714285,21.012068965517237
PS2,2004,Action,0.25,0.19,0.0,0.06,0.51,4.03,23.83,58.98,15.23,1.95
XB,2004,Action,0.14,0.04,0.0,0.01,0.18,4.03,23.83,58.98,15.23,1.95
X360,2009,Action,0.26,0.2,0.0,0.05,0.51,3.79,14.71,56.76,24.92,3.6
PS3,2009,Action,0.2,0.21,0.0,0.07,0.48,3.79,14.71,56.76,24.92,3.6
PC,2009,Action,0.0,0.05,0.0,0.01,0.06,3.79,14.71,56.76,24.92,3.6
X360,2008,Sports,0.45,0.01,0.0,0.04,0.5,3.36,8.33,52.78,22.22,16.67
PS3,2008,Sports,0.29,0.02,0.0,0.03,0.33,3.36,8.33,52.78,22.22,16.67
PS2,2008,Sports,0.07,0.06,0.0,0.02,0.15,3.36,8.33,52.78,22.22,16.67
PC,2008,Sports,0.0,0.02,0.0,0.0,0.02,3.36,8.33,52.78,22.22,16.67
GC,2006,Adventure,0.39,0.1,0.0,0.01,0.5,3.29,7.14,42.86,35.71,14.29
DS,2006,Adventure,0.3,0.01,0.0,0.03,0.33,3.29,7.14,42.86,35.71,14.29
Wii,2006,Adventure,0.23,0.02,0.0,0.02,0.28,3.29,7.14,42.86,35.71,14.29
PSP,2006,Adventure,0.1,0.0,0.0,0.01,0.11,3.29,7.14,42.86,35.71,14.29
PS2,2006,Action,0.25,0.19,0.0,0.06,0.5,4.3,47.84,41.94,6.32,3.9
X360,2006,Action,0.29,0.06,0.01,0.03,0.39,4.3,47.84,41.94,6.32,3.9
XB,2006,Action,0.11,0.03,0.0,0.01,0.14,4.3,47.84,41.94,6.32,3.9
PC,2006,Action,0.0,0.03,0.0,0.01,0.03,4.3,47.84,41.94,6.32,3.9
PS2,2008,Platform,0.25,0.19,0.0,0.06,0.5,3.37,24.972692307692306,60.98,26.83,12.2
X360,2008,Platform,0.22,0.2,0.0,0.05,0.47,3.37,20.5275,60.98,26.83,12.2
Wii,2008,Platform,0.35,0.05,0.0,0.03,0.43,3.37,23.283478260869565,60.98,26.83,12.2
PSP,2008,Platform,0.11,0.2,0.0,0.11,0.42,3.37,22.121,60.98,26.83,12.2
DS,2008,Platform,0.38,0.0,0.0,0.03,0.42,3.37,22.110500000000002,60.98,26.83,12.2
PSV,2012,Shooter,0.25,0.13,0.04,0.07,0.5,2.8,2.86,22.86,50.0,24.29
PS3,2010,Strategy,0.18,0.22,0.02,0.08,0.5,3.54,16.95,44.07,27.12,11.86
PC,2010,Strategy,0.04,0.19,0.0,0.04,0.27,3.54,16.95,44.07,27.12,11.86
X360,2010,Strategy,0.12,0.11,0.0,0.02,0.27,3.54,16.95,44.07,27.12,11.86
PS2,2002,Simulation,0.24,0.19,0.0,0.06,0.5,2.95,5.0,35.0,35.0,25.0
XB,2002,Simulation,0.35,0.07,0.0,0.02,0.44,2.95,5.0,35.0,35.0,25.0
DS,2010,Adventure,0.1,0.34,0.01,0.05,0.5,0.0,40.7525,38.072500000000005,75.0,25.0
Wii,2010,Adventure,0.05,0.0,0.0,0.0,0.06,0.0,6.3,66.31800000000001,75.0,25.0
PS2,2005,Action,0.24,0.19,0.0,0.06,0.5,3.34,15.62,46.88,15.62,21.88
GBA,2005,Action,0.24,0.09,0.0,0.01,0.33,3.34,15.62,46.88,15.62,21.88
GC,2005,Action,0.17,0.04,0.0,0.01,0.22,3.34,15.62,46.88,15.62,21.88
DS,2005,Action,0.17,0.0,0.0,0.01,0.18,3.34,15.62,46.88,15.62,21.88
XB,2005,Action,0.07,0.02,0.0,0.0,0.09,3.34,15.62,46.88,15.62,21.88
PC,2008,Simulation,0.0,0.42,0.0,0.07,0.49,3.58,11.76,53.92,24.51,9.8
PS2,2005,Action,0.41,0.01,0.0,0.07,0.49,3.78,13.19,64.84,15.38,6.59
XB,2005,Action,0.23,0.07,0.0,0.01,0.31,3.78,13.19,64.84,15.38,6.59
3DS,2013,Platform,0.24,0.14,0.07,0.03,0.49,2.89,17.734285714285715,42.67,30.67,26.67
WiiU,2013,Platform,0.23,0.12,0.01,0.03,0.39,2.89,27.199,42.67,30.67,26.67
Wii,2007,Strategy,0.27,0.03,0.17,0.03,0.49,4.35,55.81,32.56,6.98,4.65
PS2,2006,Action,0.4,0.02,0.0,0.07,0.48,3.62,14.58,45.83,33.33,6.25
PS3,2011,Racing,0.21,0.19,0.0,0.08,0.48,3.61,13.38,54.14,22.29,10.19
X360,2008,Shooter,0.22,0.2,0.01,0.05,0.48,3.34,6.47,41.01,42.45,10.07
PS3,2008,Shooter,0.23,0.16,0.01,0.07,0.47,3.34,6.47,41.01,42.45,10.07
PS,1999,Racing,0.27,0.18,0.0,0.03,0.48,4.23,44.19,48.84,10.590000000000002,6.98
PS,1996,Shooter,0.24,0.16,0.04,0.03,0.47,3.68,15.79,57.89,15.79,10.53
XOne,2015,Misc,0.38,0.04,0.0,0.05,0.47,4.2,34.88,54.65,8.14,2.33
PS4,2015,Misc,0.26,0.05,0.0,0.07,0.38,4.2,34.88,54.65,8.14,2.33
PS2,2001,Action,0.23,0.18,0.0,0.06,0.47,4.34,53.3,34.04,9.23,3.43
PC,2014,Action,0.08,0.36,0.0,0.03,0.47,3.54,13.79,43.97,33.62,8.62
Wii,2008,Racing,0.06,0.39,0.0,0.01,0.47,0.0,20.006,25.0,75.0,14.033333333333331
PS2,2008,Racing,0.1,0.08,0.0,0.03,0.2,0.0,23.125416666666666,25.0,75.0,7.218181818181818
PSP,2008,Racing,0.05,0.08,0.0,0.02,0.14,0.0,19.872999999999998,25.0,75.0,12.9825
PS2,2006,Role-Playing,0.04,0.03,0.39,0.01,0.47,4.67,66.67,33.33,16.374137931034483,7.6979310344827585
N64,1997,Shooter,0.38,0.08,0.0,0.01,0.47,3.97,23.47,56.12,17.35,3.06
X360,2007,Role-Playing,0.41,0.02,0.0,0.04,0.47,3.63,33.33,25.93,25.93,14.81
Wii,2009,Action,0.22,0.19,0.01,0.05,0.47,4.1,31.11,51.85,14.81,2.22
DS,2007,Action,0.43,0.0,0.0,0.04,0.47,3.14,4.12,39.18,40.21,16.49
PS2,2007,Action,0.31,0.01,0.0,0.05,0.37,3.14,4.12,39.18,40.21,16.49
X360,2007,Action,0.26,0.01,0.0,0.02,0.29,3.14,4.12,39.18,40.21,16.49
PSP,2007,Action,0.16,0.0,0.0,0.01,0.18,3.14,4.12,39.18,40.21,16.49
Wii,2007,Action,0.13,0.0,0.0,0.01,0.14,3.14,4.12,39.18,40.21,16.49
PC,2007,Action,0.01,0.0,0.0,0.0,0.01,3.14,4.12,39.18,40.21,16.49
